"TIF","BLUEBOOK","TRAVTIME","AGE","CAR_AGE","YOJ","INCOME"
17,6000,23,45,21,1,1
6,13000,5,47,8,12,64184
7,14610,40,39,2,17,92118
10,28540,29,46,11,11,154986
10,6200,13,48,10,8,35399
9,13250,32,47,2,14,23597
7,12770,38,41,2,9,29623
13,14750,36,57,22,15,75469
10,14460,37,29,9,11,79060
6,8700,30,37,2,11,55243
4,21330,18,44,19,12,98744
4,16780,17,33,16,14,67172
1,26890,34,55,11,1,1
3,9220,46,50,8,11,77215
1,6000,57,45,2,15,28732
1,8080,40,52,8,8,16254
12,15670,33,32,10,14,109684
4,27310,37,39,17,14,93926
17,16210,52,45,7,12,51656
10,10740,64,38,14,10,54029
8,23420,32,39,2,14,48739
1,5850,13,28,13,11,10033
7,12000,47,26,6,10,44387
13,44270,10,41,10,15,128896
6,21880,32,59,19,17,109211
6,15080,43,59,7,12,38142
6,8590,31,61,11,11,9903
10,35570,35,52,11,14,99252
7,8930,11,29,2,15,45300
7,11230,9,48,2,10,49252
4,4340,52,32,2,17,28431
1,32730,30,53,2,9,21191
4,12890,46,50,16,16,63911
12,23740,27,35,10,10,98919
1,5330,24,34,2,14,38308
3,15670,34,46,10,11,88633
4,10970,42,49,2,15,45690
4,21380,32,54,10,13,112805
3,31980,25,46,2,13,88360
9,16970,26,38,14,8,114213
1,14060,61,56,6,14,76639
1,12100,38,42,14,13,64020
1,9960,46,31,2,7,53634
6,10320,22,58,13,13,146203
1,21580,5,42,7,10,16717
1,36000,45,34,7,15,57245
11,16930,5,40,8,14,48188
6,9330,40,50,12,6,28300
7,27700,46,48,13,9,90624
1,33500,41,50,21,12,81151
7,9970,25,38,2,13,54029
6,14580,48,29,10,12,101768
6,27660,51,40,2,12,23058
6,34730,34,53,18,8,332340
1,13900,32,52,17,4,81556
1,28700,30,37,2,12,9665
7,23450,65,33,2,17,28396
6,10570,50,41,2,1,1
1,11800,32,45,2,11,22861
1,13050,40,49,8,11,82131
11,7290,44,36,2,9,21927
1,8240,39,48,9,13,19394
1,5400,18,39,16,13,69465
9,25840,33,35,12,10,95537
1,11250,68,37,11,11,24673
7,8180,62,40,13,12,66789
4,7760,47,42,2,15,20587
1,4070,90,54,7,4,54029
6,15970,5,47,14,11,64760
1,26650,26,49,16,12,99101
1,17840,21,40,19,1,1
4,14340,55,53,11,1,1
1,10040,37,45,9,9,40369
1,15930,51,42,18,13,102314
4,28200,37,48,2,12,37887
4,25370,34,52,6,11,77114
13,21100,33,49,8,13,33304
1,2750,30,51,2,9,12525
7,13930,37,46,8,13,74608
11,6980,65,44,16,12,35575
14,25160,20,43,2,13,85359
1,13140,34,41,6,12,35204
7,11240,31,45,6,14,75528
7,15320,15,55,15,6,60746
10,15590,21,48,19,16,15507
4,22400,18,48,13,12,38330
3,13060,46,63,8,8,52614
6,26870,16,53,2,16,107637
4,22940,7,40,7,9,17108
6,21620,66,52,8,10,140535
1,10940,59,47,2,10,39838
13,10830,16,47,6,12,61408
1,1500,15,31,2,15,48318
10,24940,56,67,2,9,54029
1,39720,30,48,14,11,198720
1,5260,56,40,2,1,1
10,17140,16,55,16,9,62782
6,18980,31,37,7,12,30059
1,14160,40,58,6,13,71102
1,7540,31,48,20,7,133283
6,9220,38,34,6,1,1
1,16830,9,31,2,19,24324
10,15890,19,46,16,12,82399
1,37180,37,37,12,9,95503
1,9740,19,37,2,12,45427
6,19940,33,49,8,13,33304
4,1500,39,29,7,13,54311
1,11580,33,43,10,13,57822
3,6930,7,39,11,13,54029
1,7650,52,54,16,12,63028
10,1500,5,45,9,1,1
6,9960,36,37,2,14,4320
4,27760,31,47,5,11,31097
1,16730,30,39,19,13,152272
6,18810,32,39,11,10,24629
6,8780,41,29,2,13,45115
1,13150,26,39,2,14,22349
13,15310,24,44,14,11,83683
6,27460,28,50,7,14,64935
10,23050,40,36,20,12,67037
11,14060,14,45,11,15,73868
1,4790,23,58,8,17,6658
5,19700,31,35,14,14,72168
11,24180,37,46,2,8,130465
12,27810,16,54,15,16,144349
1,19420,45,52,6,14,606
13,9150,44,26,8,10,73656
6,8030,30,29,10,9,36325
7,7590,42,47,15,15,14633
1,7830,30,48,14,14,54029
1,8710,24,39,9,10,24493
1,20970,48,45,2,15,64666
1,20750,41,38,11,15,58834
7,5000,38,51,7,13,35025
1,12190,34,36,5,13,16951
4,11700,22,30,8,8,10679
1,11630,23,44,2,14,57268
6,1500,38,24,2,16,13004
6,19810,15,38,13,12,145074
10,17640,28,49,14,11,70591
11,14790,30,32,2,12,21401
1,1500,34,50,17,15,126897
1,3800,46,22,2,11,5443
1,10650,53,38,5,11,53533
6,20730,41,42,2,7,82609
6,12540,71,49,9,12,13149
1,7910,5,27,2,10,37131
7,8870,47,62,4,13,11669
6,12990,32,45,2,18,5307
10,9180,49,44,2,9,45153
1,4120,68,30,2,12,26227
3,20250,24,38,7,13,149454
3,8370,15,38,5,20,30736
11,5100,35,36,2,8,36991
8,19190,38,34,9,11,54029
10,16880,29,41,14,14,55139
13,6960,25,52,9,13,23407
6,9770,59,42,20,13,82661
1,18640,29,46,18,15,125380
1,8000,24,65,7,1,1
11,16430,59,59,20,9,137280
9,10750,23,32,2,11,52103
10,12970,24,47,2,11,57608
9,1500,5,35,2,1,1
4,19990,35,51,2,12,65980
4,20720,35,45,16,15,79942
1,12830,40,41,6,1,1
7,21080,20,51,6,8,76917
7,26470,21,43,2,15,39141
1,5100,54,36,2,13,39401
1,7070,26,37,7,1,1
7,1500,36,44,9,1,1
10,6800,5,53,2,14,117855
17,23060,23,47,19,1,1
4,22770,24,46,17,11,37361
7,21620,38,37,2,13,102605
1,15390,59,56,10,16,118667
1,25950,33,53,11,10,12337
6,9140,48,26,2,13,50403
10,6700,34,52,17,8,64532
1,9540,21,50,10,15,17558
1,14130,64,37,9,8,89344
10,12160,57,43,2,17,63613
1,9550,49,47,2,9,63753
10,5600,27,41,7,13,17997
3,14620,56,51,15,12,102411
1,17900,55,39,10,13,70674
1,8640,5,48,2,1,1
10,8390,56,34,7,13,55230
4,42010,34,58,9,9,77887
1,23040,51,34,8,6,59973
6,21660,39,43,2,7,39274
6,33240,34,37,13,8,114637
6,8390,40,41,7,11,27908
1,22310,47,40,16,15,12340
1,21720,14,43,16,16,97611
1,12100,47,42,10,7,22020
1,25990,18,41,15,16,79649
4,10510,63,47,14,12,69617
4,16200,29,29,2,14,26414
1,5400,36,38,2,13,31616
14,11100,69,62,2,13,34034
4,19600,25,41,8,14,54029
1,12030,25,47,15,1,1
4,6640,50,28,2,11,23428
6,23560,28,30,10,12,134793
6,6850,33,49,6,13,4543
4,13850,22,53,16,14,70495
1,11630,53,35,2,1,1
10,17170,34,40,9,18,96170
10,27910,57,41,2,17,38820
1,35190,20,50,16,12,176681
9,17920,48,45,2,13,20851
6,12710,29,57,15,13,55120
7,9460,49,52,11,15,27617
6,22590,46,40,2,10,44139
6,26200,5,54,12,13,155635
9,9830,39,45,9,10,38291
1,8550,12,32,2,11,38501
11,22040,30,42,15,15,46752
1,7810,34,33,7,1,1
6,24280,38,53,11,14,54029
1,32530,23,49,11,13,169709
3,21910,57,41,9,14,49209
1,17930,30,52,11,6,54546
1,31110,11,45,14,7,153566
10,11840,31,40,10,1,54029
6,38210,9,48,2,7,93544
3,7160,34,40,2,6,16576
10,15290,47,39,13,1,1
1,26420,45,54,11,13,103455
6,13470,27,42,12,14,77738
11,11330,46,38,2,10,51997
10,16060,32,29,14,10,446
7,19230,22,46,21,11,131261
4,6970,20,29,2,4,17121
1,12400,24,47,2,15,62049
17,15860,24,35,11,10,67299
1,11970,16,40,8,13,114854
10,9040,47,36,6,8,39377
7,11570,28,50,10,12,50711
3,10860,35,42,2,18,51609
10,6700,51,52,17,14,77352
7,8030,22,43,2,1,1
13,9400,27,41,6,11,18524
4,19830,40,49,19,12,52486
7,23870,50,54,14,10,71531
1,11530,75,46,2,13,53695
6,17760,32,31,19,13,65652
3,10440,33,63,16,1,1
1,10650,50,54,16,15,81525
1,18750,30,42,2,11,63995
9,9480,38,33,2,15,46781
6,5390,49,56,17,15,38925
4,18240,37,53,13,13,90888
7,31140,15,43,8,12,124815
10,14920,49,40,8,12,89449
6,14560,63,42,6,12,82982
1,14850,29,43,18,14,65780
10,12370,26,36,2,1,1
7,10270,25,33,10,10,9531
7,16610,25,53,8,13,79184
4,9470,45,43,7,13,13350
4,35760,17,54,18,8,221414
4,13250,5,41,18,17,74401
7,4900,5,33,7,12,12922
6,9600,49,38,5,12,43037
1,15990,67,41,13,11,103949
1,6630,52,37,2,12,17198
1,12380,25,53,13,1,1
10,23030,39,44,17,10,124830
6,24710,5,70,2,17,62305
10,8930,35,52,2,14,3080
6,13170,25,38,7,13,32448
10,6300,30,46,15,12,54029
1,7770,27,43,6,1,1
6,25860,5,42,2,15,84799
4,17710,72,40,9,15,2971
1,19030,26,61,8,17,41802
4,12420,33,59,6,13,50246
1,16910,42,31,13,9,90393
11,17850,5,24,2,11,20221
4,16580,8,38,2,15,20450
7,14350,43,61,12,10,28391
6,12180,29,32,12,13,77950
1,21340,26,40,2,1,1
4,13610,5,45,2,11,76116
7,20590,58,48,14,16,132285
1,6760,21,32,2,13,54029
1,15640,37,28,9,12,57418
1,15700,50,45,18,12,55240
1,29990,58,51,2,12,66297
1,8330,14,60,2,14,8251
3,33150,35,50,9,7,32311
1,19940,19,34,20,12,114902
1,16850,62,36,11,13,62420
4,13520,63,22,2,1,1
10,26940,9,33,2,15,6608
13,9360,42,39,11,13,39620
1,12740,41,37,2,17,32398
10,14510,36,50,12,12,57670
11,23490,5,57,9,1,1
11,16310,24,48,2,13,49552
6,23650,43,52,10,11,83902
1,12460,47,40,7,14,44432
4,14780,36,36,2,13,44978
1,29690,34,39,13,13,71346
4,16870,44,35,2,1,1
4,27520,42,45,6,12,207124
4,22210,25,50,9,13,36623
4,18870,50,65,11,13,54029
4,13950,43,38,14,13,73665
7,8330,31,36,11,9,68285
4,5700,64,42,10,15,66184
3,20600,46,43,19,12,190992
6,12580,26,46,12,15,64801
1,17840,26,34,2,16,109201
10,12350,21,33,2,14,19297
1,1500,30,39,10,10,35367
6,27950,24,48,14,9,103752
7,11400,32,41,14,12,98961
5,16900,37,51,14,13,103030
3,17240,27,38,17,8,99208
1,18610,54,42,2,14,58009
8,16320,38,47,12,7,101232
6,5700,32,42,2,1,1
4,28170,57,61,19,15,65776
13,8280,28,37,2,8,27607
1,8980,26,44,13,15,82069
4,3270,30,34,14,14,9574
13,12870,36,53,18,10,43803
7,24560,32,28,2,10,54029
6,5800,5,43,2,11,31429
10,12030,32,35,14,11,70275
10,12180,24,38,5,13,21120
1,20610,61,38,11,12,73678
10,18420,14,60,21,14,104828
4,15080,17,28,17,5,107828
6,11680,62,43,2,1,54029
4,5730,21,40,2,13,2290
6,26890,31,41,9,9,95167
11,31700,27,58,22,12,98264
14,5810,23,28,2,14,1755
3,15010,32,39,2,15,33916
1,7000,25,58,18,7,123289
6,9830,55,44,10,12,54029
4,15870,34,34,9,12,76848
1,1500,56,47,2,11,31457
3,15460,37,44,13,11,83340
1,14350,5,57,15,15,101400
6,11920,5,48,2,13,62682
11,5400,43,39,2,12,16852
1,11900,40,59,13,18,44967
16,15180,29,43,12,13,85495
10,7780,46,51,12,15,57776
1,37140,60,53,8,11,222373
1,13190,26,48,15,14,92112
25,7750,59,39,2,15,32967
6,9400,24,47,7,6,31958
6,11270,49,44,8,12,27040
1,21070,33,31,12,11,104422
6,24730,50,36,8,10,110874
6,13950,39,31,9,14,93541
10,17700,50,44,13,1,1
1,15280,36,35,13,11,82083
7,7920,27,33,8,13,23515
4,16710,16,40,2,12,41478
9,22490,5,52,8,15,74423
7,9330,41,41,15,13,37283
1,9830,38,39,2,14,31139
6,12410,22,37,15,12,106785
11,6920,53,38,2,12,13338
9,21890,68,43,16,13,128224
1,14500,23,45,7,1,1
6,11290,32,35,15,13,75166
1,11960,30,41,9,12,46295
11,50970,53,49,15,8,225084
9,10690,30,44,9,7,38003
1,31390,44,36,15,15,118972
4,13220,28,45,12,9,72246
1,16060,25,42,14,11,61439
13,20900,21,43,19,12,87248
6,6800,53,53,2,1,1
7,12360,30,51,2,1,1
1,6900,28,54,14,1,1
4,11300,27,33,9,1,1
6,7240,31,45,11,12,55984
6,7900,57,44,12,1,1
1,15320,39,56,10,17,44941
1,7960,10,41,4,12,23650
4,22300,31,33,14,13,7025
9,9750,42,28,11,1,1
1,15180,44,53,13,13,79835
6,20850,18,43,2,16,54029
4,6600,35,51,19,10,68060
11,20960,38,43,14,11,114967
19,32400,35,47,20,11,220534
6,26080,28,51,6,14,46710
1,33220,35,57,9,10,51061
1,18990,54,33,7,13,45894
1,24230,60,35,11,12,74316
6,20950,29,27,2,14,43084
1,11740,70,37,15,12,109733
6,15070,18,47,13,12,14207
1,6500,14,50,8,16,41448
11,13920,27,29,12,10,85414
1,9530,37,51,18,9,54029
5,24950,36,50,7,7,55231
1,19190,62,47,10,11,129927
10,21200,24,36,6,14,38947
10,30250,19,54,18,13,103911
7,5100,45,36,2,13,26588
12,12510,47,34,10,14,79958
10,7150,54,53,8,8,3529
1,22780,38,39,2,15,35866
1,14290,18,35,11,12,18571
4,17570,56,54,6,16,106747
6,10240,35,62,2,14,25427
4,21720,45,57,2,16,44109
7,13680,36,43,2,12,78813
6,26460,48,48,2,15,42456
4,15000,35,51,15,13,170538
1,6900,57,54,18,15,129567
3,7990,30,51,2,8,44482
4,22550,31,48,11,12,141298
6,30110,42,47,14,11,172982
1,17830,32,17,5,1,54029
1,16030,13,50,8,9,32201
17,9750,15,32,10,3,50523
1,15570,28,44,7,11,66643
4,18120,39,34,8,15,9700
10,25290,44,44,18,11,91653
7,31780,37,48,20,10,201769
6,22200,41,36,9,9,40340
10,21070,36,46,14,14,113387
4,11980,8,46,9,15,54029
1,15380,16,41,11,15,75502
1,6410,45,40,2,13,4717
7,19540,32,49,2,13,56740
3,24630,42,51,9,16,65246
7,25020,28,54,8,1,1
6,9650,40,59,5,14,54029
6,18860,23,44,6,5,47141
5,14880,52,48,15,14,57714
4,22860,35,53,17,16,129070
4,7800,42,43,2,18,20029
3,21130,5,46,19,12,67858
9,8960,57,51,2,12,23583
1,15720,45,60,14,14,82172
1,29220,42,26,11,14,88988
1,7270,24,43,20,13,57713
7,25080,21,54,17,3,96155
7,4700,28,32,12,12,1
10,16920,34,45,2,1,1
10,19410,24,46,12,7,59928
7,14040,28,72,18,14,100996
4,6400,21,48,10,8,55963
10,5900,49,44,2,12,54356
6,11590,38,51,12,12,43655
10,7820,113,42,11,1,1
5,14630,51,50,10,12,81294
1,30050,46,38,10,17,15890
6,25140,46,56,9,12,40507
13,15110,43,38,14,13,73665
1,13270,43,45,7,10,72703
1,12620,45,62,2,16,68064
6,22450,19,33,2,13,67777
12,15720,54,53,12,14,89251
9,20420,16,40,14,14,66746
10,15480,11,35,13,12,54029
1,1500,51,29,7,17,65243
1,6100,29,46,5,1,1
14,28370,47,50,16,13,218706
7,23270,32,26,10,10,45255
6,12940,65,40,2,10,20916
7,18500,49,45,18,12,119567
1,9170,25,32,2,10,4061
6,16490,7,30,17,13,117107
7,14950,26,55,9,13,81770
1,16310,32,40,2,8,18910
4,7860,45,35,2,6,28552
13,21250,48,52,12,11,32141
4,23140,6,45,14,13,103250
3,14730,70,36,2,12,26821
4,19660,17,59,15,16,67487
6,10460,34,54,11,15,35639
11,14340,63,61,8,15,121689
7,24160,27,52,6,9,83172
6,26340,44,37,2,13,38576
1,27200,39,37,15,14,69084
6,17630,22,43,11,7,63108
1,10980,29,42,9,13,52793
7,19090,21,38,13,16,137898
1,15540,33,55,10,17,27657
4,27590,33,52,15,8,132281
1,11890,34,48,2,12,54029
1,20000,54,55,14,8,152440
6,16010,40,49,13,15,96144
1,20700,41,43,2,12,17226
4,15940,27,45,2,17,39328
3,18840,19,57,9,12,173427
4,22070,29,40,12,13,108060
6,12670,5,53,16,12,58692
4,19310,32,50,2,10,78084
4,12420,29,41,11,16,66060
1,11110,39,51,15,11,45087
1,13820,34,36,9,16,67776
4,33960,5,36,2,17,40984
4,18160,22,41,18,14,125604
1,7030,41,55,14,2,55353
10,11880,58,45,10,1,1
8,12100,26,48,16,14,57974
6,23900,18,52,2,16,55767
1,11600,40,57,2,12,43957
6,12730,35,45,7,10,39090
1,30260,48,58,14,16,58140
10,15070,24,38,6,11,37770
4,13830,42,45,2,5,54029
6,5300,35,38,8,11,17029
6,10250,50,50,8,1,1
1,12370,40,39,9,15,54029
10,35990,59,51,18,14,46571
1,16840,37,46,19,13,133301
6,15250,16,36,17,12,54029
1,4100,34,26,8,1,1
10,24510,46,44,18,12,102380
6,1500,19,52,21,15,29265
1,27620,22,34,7,11,53915
1,6800,78,53,2,13,72538
6,11100,45,28,15,15,59890
4,6830,25,56,6,15,54029
3,22030,51,57,21,14,113904
6,20410,24,40,13,10,59646
10,1500,45,55,16,16,41644
4,16390,46,43,7,11,21815
6,5900,43,44,16,12,178865
11,13130,47,40,10,17,36887
6,5300,7,38,8,15,54065
11,20890,52,35,7,13,33622
10,9850,28,44,6,8,7114
4,28870,10,49,6,14,116498
1,13430,36,55,15,16,100309
7,21760,25,30,18,13,58249
6,21300,74,40,11,12,47487
1,9360,38,56,6,14,42177
1,23690,42,35,2,17,26128
4,15250,25,46,2,12,43652
1,7300,9,58,2,1,1
13,18780,64,41,12,14,58964
1,7350,33,39,18,14,134461
4,25190,26,54,14,12,108318
1,5700,48,42,15,13,138220
4,18870,16,41,5,12,34025
4,11210,43,37,12,9,60122
6,29750,33,50,9,11,94404
13,17270,20,50,15,13,41800
10,7420,80,41,7,15,44680
1,8410,51,46,2,10,28126
15,12450,43,41,12,12,1
7,7920,34,24,9,9,40246
1,5200,44,38,8,12,69531
1,17200,49,34,2,15,54209
4,12050,35,41,10,13,105495
3,13540,72,43,15,11,57019
1,5270,47,45,8,13,37676
11,6600,52,50,2,14,46170
1,10830,51,41,2,12,47633
1,26300,32,44,10,11,46093
14,6900,49,54,14,1,1
1,7300,9,58,9,12,1
4,13860,19,45,2,10,55273
7,8310,39,28,2,16,40062
10,21530,40,42,9,15,70405
1,13810,32,50,6,12,22471
6,12820,49,51,2,7,50050
13,17810,46,41,2,18,70871
4,15950,36,32,10,14,57584
1,20400,34,31,9,12,58392
3,27630,17,38,18,10,97802
14,20310,19,53,2,15,69298
6,16330,5,43,2,16,64066
15,18430,39,35,8,7,32302
10,5670,90,39,7,12,2744
1,2270,49,45,6,16,7681
6,22200,13,27,2,1,1
4,7110,20,43,2,12,49534
4,9720,18,48,2,10,52859
11,12200,5,54,9,12,54029
1,12560,45,41,20,12,69639
1,8230,36,44,6,16,23271
10,12780,25,46,10,12,34725
5,18090,25,42,15,12,200929
4,11090,64,42,23,14,129275
4,8650,50,54,14,10,54029
4,12700,27,50,14,9,34929
4,5020,32,24,9,13,11216
10,13750,33,52,10,12,70233
1,6390,5,28,2,10,20853
4,8480,25,39,7,12,69843
5,16060,20,28,19,10,40143
6,24350,17,42,2,18,82171
1,19260,36,49,2,1,1
6,15400,58,37,8,10,27432
6,4600,25,31,4,12,51983
13,8450,23,40,2,11,29500
7,22000,19,48,8,11,47607
6,19150,30,34,12,15,95192
6,13900,56,45,2,16,24847
4,21950,40,38,19,6,133914
9,1500,33,58,17,12,8192
1,24030,29,53,9,17,37346
7,8520,45,56,2,12,14228
7,17130,37,45,15,13,91348
11,7180,12,38,7,13,14561
4,24060,22,42,7,11,34761
1,27140,31,37,10,13,42798
4,15820,26,37,7,13,14025
4,6720,20,34,2,8,18212
10,8900,22,31,2,13,42457
1,38820,43,41,9,9,97473
7,8800,5,25,10,13,47997
3,18570,15,48,7,14,20888
10,14630,47,40,2,11,30180
17,7000,27,55,16,14,91434
6,10520,22,44,2,13,46234
1,30340,52,37,9,12,33217
6,21690,57,41,9,9,95167
1,10460,32,51,9,15,89607
6,2690,10,56,2,14,40356
6,16080,31,33,2,1,1
9,12340,20,40,16,10,68419
1,12710,16,34,6,15,31390
7,23950,50,44,7,13,59694
1,5570,9,39,9,10,40717
6,13940,35,44,8,11,80404
1,11240,35,44,12,13,51539
7,1500,32,52,2,14,68099
4,15090,26,33,11,13,67790
1,6430,52,47,13,1,1
6,1500,22,51,2,15,26807
4,17460,38,47,8,12,31393
1,12110,37,51,2,9,106091
7,11610,55,40,2,14,38464
1,11100,42,45,11,1,1
1,5600,10,39,7,12,10667
4,24040,32,42,21,11,105513
7,8660,20,44,2,1,1
4,12010,38,51,15,12,54140
7,5300,36,38,8,13,61160
6,27130,39,46,22,11,44575
10,34300,32,54,2,12,66624
10,10800,21,22,2,9,18633
9,7000,34,55,15,1,1
18,6200,20,47,8,13,59165
1,5840,39,37,13,17,6399
8,6960,45,41,15,9,54290
9,13140,39,39,8,16,30805
6,11420,39,32,14,13,67230
1,11640,14,64,16,11,37381
11,13020,37,58,7,13,71510
1,7880,37,35,2,14,28778
1,27130,28,55,12,15,72338
1,12200,33,29,2,14,27223
10,12590,26,36,11,12,53386
6,8470,45,61,13,17,8560
4,7680,23,57,10,13,61755
4,14180,61,56,11,9,56112
7,15810,47,47,13,10,105624
6,14880,5,45,14,12,88788
4,17070,14,57,20,9,98694
4,29080,34,45,6,11,62553
6,17500,61,51,8,15,18283
1,12730,31,41,9,12,71304
7,1500,40,66,2,9,20444
3,10570,32,51,5,8,33350
3,11130,31,55,8,13,5822
3,26560,52,50,2,12,52594
1,20950,35,41,10,13,54029
1,6400,16,51,13,10,78284
1,7530,52,30,2,8,54029
1,9420,21,55,8,12,54029
11,25790,8,54,17,13,112482
1,13220,25,41,9,13,61619
1,12000,65,45,8,15,36621
10,13290,43,52,17,11,43540
6,23790,46,39,2,12,93340
4,14750,8,44,9,12,88493
10,11790,40,43,9,11,102934
1,17130,68,47,2,11,4400
7,18650,7,49,6,17,45808
11,9170,45,35,8,15,29251
7,7960,38,35,2,9,20951
1,12380,38,44,2,17,72510
6,5360,33,35,11,13,26626
4,24690,21,33,2,14,29162
14,11490,63,55,9,15,31574
13,18580,38,37,17,16,75112
6,19210,37,59,14,14,61160
1,10680,29,47,14,13,188779
4,9500,7,55,14,11,109901
6,14200,19,48,2,13,37635
6,17450,56,52,10,4,59234
6,30300,50,43,15,11,98772
10,5300,36,38,2,10,23222
10,10610,55,65,24,10,26124
3,19120,51,44,2,12,33057
1,27710,42,52,2,14,36333
4,13240,16,44,7,1,1
9,18080,24,55,9,11,41456
7,6300,40,47,2,11,38028
6,8920,5,35,6,1,1
7,5080,32,30,7,1,1
1,17360,49,52,15,7,86499
7,7530,24,37,6,12,23339
6,18550,22,59,5,15,107939
6,6080,44,32,11,13,13848
1,10710,36,35,7,16,25648
13,4700,19,33,2,17,9003
7,6440,45,45,11,15,4431
1,27270,37,54,8,12,66101
6,15280,37,63,20,14,74790
1,5330,12,45,2,14,67804
1,12610,33,46,12,14,65076
1,7100,42,56,10,1,1
4,9940,17,59,10,1,1
3,17430,21,43,14,11,125576
7,29160,9,44,8,10,17050
6,15530,31,66,12,16,74261
3,7960,24,37,13,13,64564
6,9800,27,42,2,11,21671
6,17380,56,49,5,14,32590
4,5300,60,38,5,1,1
13,8910,21,49,10,14,74110
4,19900,45,27,7,10,8409
4,30300,26,45,9,6,89532
1,17890,35,59,8,12,65457
9,28850,18,38,2,12,20300
1,6960,17,44,11,14,10628
11,18980,59,49,2,6,174805
10,10700,66,40,2,18,27205
4,20510,44,46,5,13,82399
6,6670,20,39,11,1,1
1,25790,56,50,15,11,114136
1,15340,53,46,13,12,71668
6,24160,33,40,16,15,54029
10,11940,40,37,15,17,74247
17,26740,28,41,9,12,178020
1,13420,17,26,5,12,21277
4,12140,40,43,2,15,29923
10,4900,57,34,17,15,113196
1,6280,34,42,10,11,47837
1,14920,23,54,12,15,80228
20,29700,56,46,20,8,76217
6,5900,39,44,2,1,54029
6,16570,30,51,2,12,27031
4,26790,32,58,19,16,54029
1,11420,38,56,12,16,160201
7,14080,16,40,2,12,53900
6,20610,27,54,16,16,88234
1,5300,42,38,9,11,26007
10,4900,39,33,7,12,30864
7,28700,21,52,11,13,69742
4,17120,25,57,14,16,119962
1,16150,28,33,6,19,113499
6,27780,14,60,2,17,112981
1,13610,22,47,19,15,71661
1,20120,15,52,11,13,125626
3,18700,48,36,7,12,54029
11,14620,36,46,8,8,43198
10,8400,52,43,2,12,26037
6,3560,19,44,8,10,20639
9,8690,49,60,10,10,38505
7,6900,31,54,5,16,52028
4,5500,44,39,11,8,9969
7,12230,35,46,10,12,35215
1,15160,16,48,11,10,88553
7,9060,11,40,2,10,54029
12,9410,25,50,2,12,29140
4,28030,42,46,17,16,181919
1,10130,50,29,5,13,59255
6,17510,21,46,15,6,75984
4,14900,44,42,14,12,75857
6,7140,35,46,2,9,56389
1,1500,32,34,7,13,27909
7,30410,29,58,9,15,36928
10,14660,26,38,2,6,30593
6,16000,18,44,2,14,23277
1,1950,50,42,2,12,4481
7,9030,32,39,2,1,1
6,28190,68,46,2,15,31835
4,23980,31,50,11,14,26138
9,9830,44,32,10,1,1
6,11750,25,43,2,1,1
4,28830,26,48,6,13,92973
1,9730,63,54,2,14,33792
13,20150,30,49,11,8,87962
6,25010,34,41,10,12,16109
14,20000,22,50,6,15,15990
6,27330,33,43,15,13,77105
1,24300,38,44,7,13,100047
1,30690,18,51,16,13,113159
6,11580,31,57,13,13,100770
1,10880,53,42,9,13,15308
6,9290,44,39,11,14,77890
1,22920,10,53,14,8,55870
10,13550,9,42,6,13,31094
6,14780,51,47,11,7,64550
8,14400,12,63,13,14,65963
1,3480,42,45,2,11,19803
3,28090,52,48,17,11,90175
4,17980,16,46,28,10,98347
14,20800,48,41,6,14,39646
12,9380,54,46,2,13,78805
7,15680,35,49,11,9,57776
10,1500,23,51,17,15,117743
1,11240,23,47,22,11,161628
6,34270,30,35,18,10,103803
1,21670,40,34,2,15,34136
1,19420,56,45,9,12,67096
6,10560,46,60,14,16,151226
7,30600,38,48,20,15,115127
10,19630,10,52,11,10,138005
1,9500,98,45,10,13,38640
4,33990,20,49,7,14,17805
1,33140,53,56,6,10,178808
15,31330,25,50,17,10,76516
4,29020,32,53,10,13,168490
1,18830,36,34,2,11,6363
13,6200,50,41,6,1,1
7,26740,28,52,16,15,174390
1,8220,25,36,4,13,19218
17,11640,5,60,2,16,3006
13,21560,19,60,2,13,19797
4,4500,46,30,6,1,1
8,16760,11,43,2,13,80747
4,13920,69,50,11,14,68195
1,10650,47,37,2,14,91451
13,10960,12,61,10,11,145195
13,10900,16,43,10,19,54029
6,1500,31,33,8,4,16503
13,21460,47,52,7,12,56583
6,9200,23,41,2,12,36446
1,5600,41,41,12,12,63990
4,17720,22,24,9,9,57505
10,21320,32,40,8,11,13720
3,19400,50,37,17,14,141970
13,7760,23,42,9,13,14007
1,18090,29,48,6,14,34352
12,11290,75,39,8,1,1
4,41250,11,61,16,13,115441
1,32110,16,48,16,13,180129
1,1500,9,39,7,13,55247
8,6600,22,51,16,15,175220
16,1500,55,36,8,12,51970
6,11600,34,59,2,11,54029
13,12920,17,49,2,9,105595
1,18100,33,39,11,9,74549
1,12080,27,53,7,12,31206
1,11680,50,48,9,13,42157
10,13440,35,36,2,1,1
1,12910,52,46,7,12,68127
